topic_id	tweet_id	tweet_url	tweet_text	claim	claim_worthiness
covid-19	1235956474955718656	https://twitter.com/Mikel_Jollett/status/1235956474955718656	This is deadly serious:  Talking about corona-virus this morning, Trump said, 'We closed it down. We stopped it.'  There were 15 confirmed cases in the US a week ago.  There are 233 today.  There will be *5,000* in a week  TRUMP'S INCOMPETENCE KILLS. https://t.co/my1hPapbfo	1	1
covid-19	1235725137468514305	https://twitter.com/tedlieu/status/1235725137468514305	People in the @realDonaldTrump Administration need to resign for the continuing massive testing deficiencies.  @POTUS knew in January about #Covid_19. And he failed to do the one thing necessary to stop the spread of #coronavirus: to test for it so we can contain it.	1	1
covid-19	1235953995161595904	https://twitter.com/tedlieu/status/1235953995161595904	It’s Friday. That means @realDonaldTrump is lying, again. @POTUS has not stopped the #CoronavirusOutbreak. It has now grown &amp; spread to 21 states with over 225 cases in the US. And we can’t contain it because we still don’t have enough test kits to know where the virus is.	1	1
covid-19	1235418456641531906	https://twitter.com/grooovybee/status/1235418456641531906	The meth you mistook for molly in 2014 was the Corona virus vaccine	0	0
covid-19	1235685422598062082	https://twitter.com/whale_defense/status/1235685422598062082	let's get an F in the chat for grandpa	0	0
covid-19	1235812754495172608	https://twitter.com/tedlieu/status/1235812754495172608	It’s March &amp; we still lack adequate #coronavirus test kits. This is a dereliction of duty by @realDonaldTrump. He knew about the virus in January.  Instead of leading, @POTUS is spewing false information about #COVIDー19 to downplay the growing outbreak. Completely unacceptable.	1	1
covid-19	1235636443369873415	https://twitter.com/rationalsquad/status/1235636443369873415	Rick Santelli on @CNBC just made the argument that we'd be better off if everyone got the #coronavirus right away and 2% of the world died off, so that financial markets could stabilize.  Rick likes Republicans, don't be like Rick. This should go viral.  #VoteBlueToSaveAmerica https://t.co/1orGoG6cWO	1	1
covid-19	1235786467420581888	https://twitter.com/NBCNews/status/1235786467420581888	WATCH: 'The best estimates now of the overall mortality rate for COVID-19 is somewhere between 0.1% and 1%,' Adm. Brett Giroir, assistant secretary for health at HHS, says. 'That's lower than you heard probably in many reports ... it's not likely in the range of 2 to 3%' https://t.co/ATnMRBLXVy	1	1
covid-19	1235287380292235264	https://twitter.com/ItsCeliaAu/status/1235287380292235264	There's not a single confirmed case of an Asian infected in NYC. Stop discriminating cause the virus definitely doesn't. #racist #coronavirus https://t.co/Wt1NPOuQdy	1	0
covid-19	1235950178789724168	https://twitter.com/SJimons/status/1235950178789724168	Panic buying is a symptom of a dysfunctional society diseased with individualism  To those with litres of soap at home- do you realise that to slow the transmission of COVID-19 you need other people to be cleaning their hands too?!  A fortress of toilet paper will not protect you	1	0
covid-19	1235713244649713665	https://twitter.com/TeamTrump/status/1235713244649713665	As soon as President @realDonaldTrump heard that the #Coronavirus was a problem in China he shutdown entry into the United States from China.  This saved many lives!  #TrumpTownHall https://t.co/a5bdOwe1i3	1	1
covid-19	1235589440870981632	https://twitter.com/_Emmxtt/status/1235589440870981632	I'm gonna have to go on TotalSportek for my nans funeral ffs	0	0
covid-19	1236020820947931136	https://twitter.com/ddale8/status/1236020820947931136	Epidemiologist Marc Lipsitch, director of Harvard's Center for Communicable Disease Dynamics: “In the US it is the opposite of contained.' https://t.co/IPAPagz4Vs	1	1
covid-19	1235777621604134914	https://twitter.com/Aisehman/status/1235777621604134914	JUST GOT THIS: Personal statement by Hisham Hamdan, Covid-19 @ Case 26.  Read it. Eye-opening. https://t.co/cqUSUWoBEU	0	0
covid-19	1235788666737291264	https://twitter.com/BogochIsaac/status/1235788666737291264	Toronto has another case of #COVID19 in a traveler who acquired the infection in.....Las Vegas.  You heard that right - Las Vegas.  The USA is exporting cases and the travel history is rapidly becoming irrelevant.  https://t.co/g5QpObskW4	1	1
covid-19	1235909436033699847	https://twitter.com/nmsonline/status/1235909436033699847	BREAKING: There have now been more than 100,000 #coronavirus cases worldwide. 3,398 people have died of #COVID19 and 55,672 people have recovered.	1	1
covid-19	1235402290997141505	https://twitter.com/JacobCanfield/status/1235402290997141505	I decided to read almost every paper that exists on #CoronaVirus today.  My background is Biology and Neurology and I'm obsessed with catching parabolic trends early, data and medical research.  Here is a thread with the latest research  Feel free to retweet or cite with credits	1	0
covid-19	1235913020469108737	https://twitter.com/Pontifex/status/1235913020469108737	I wish to express again my closeness to those who are ill with the #coronavirus and to healthcare workers who are caring for them, as well as to civil authorities and all those involved in assisting patients and in containing the spread of the virus.	0	0
covid-19	1235248869463732224	https://twitter.com/tara_toa/status/1235248869463732224	Hmmm. Yet if it was Harry and Meghan that joked about this, it would be “Meghan wishes death upon the innocent citizens of Great Britain”	0	0
covid-19	1236029221706895360	https://twitter.com/girlsreallyrule/status/1236029221706895360	BREAKING: Trump could still own stock in a company that, according to the CDC, will play a major role in providing coronavirus test kits to the federal government, which means that Trump could profit from coronavirus testing. #COVIDー19 #coronavirus  https://t.co/Kwl3ylMZRk	1	1
covid-19	1235631509983412224	https://twitter.com/FactTank/status/1235631509983412224	Coronavirus COVID-19 Global Cases as tracked by Johns Hopkins University's @JHUSystems https://t.co/z8MBbnbiuE https://t.co/9HreuuF3xZ	1	0
covid-19	1235635838052175878	https://twitter.com/OnlyAtarii/status/1235635838052175878	did y’all know that there are 96,950 cases of COVID-19 right now?  Did y’all know 3,308 people have died from it?  BUT did y’all know that 53,981 of these cases have already recovered?  Stop letting the media control your brain. Scare tactics are real tactics. Do your research.	1	1
covid-19	1235740278901723136	https://twitter.com/tedlieu/status/1235740278901723136	Dear @VP Pence: Is the below true? Do you have a plan?  Also, when are local jurisdictions going to get the #Coronavirus test kits you promised?	1	1
covid-19	1235760705741127683	https://twitter.com/rozaiti/status/1235760705741127683	I work with a mat salleh boss and every time he hears someone sneezes or coughs he would ask them to go back immediately, or work from home. The thing about us Asians is, we always think RAJINNYA DTG KERJA WALAUPUN SAKIT SO MUCH DEDICATION BUT NO YOU'RE JUST SPREADING GERMS.....	1	0
covid-19	1235953286961913857	https://twitter.com/Inevitable_ET/status/1235953286961913857	Same people used in multiple photos for corona claims in different cities across the world  &gt;&gt;33 is a prevalent number apparently. https://t.co/54V77XEfBB	1	1
covid-19	1236059089630908419	https://twitter.com/chrislhayes/status/1236059089630908419	After weeks of the Federal Government dragging its feet on COVID-19 testing, Trump just admitted in front of the cameras he wants to manipulate the measurement of the outbreak for his personal political benefit.	1	1
covid-19	1235963807584915457	https://twitter.com/zipelCS/status/1235963807584915457	Tomorrow this boomer is turning 25.. 👴 I will leave be going to France for skiing + maybe get corona virus, so I will be mostly AFK.  To celebrate I am giving this cool Nomad knife away.  Just retweet to enter.  Picking a random winner when I am home! 🥰 &lt;3 https://t.co/jkIjB08Hav	0	0
covid-19	1235760802851778560	https://twitter.com/IraMariano/status/1235760802851778560	Korea: giving free test kit for covid-19  PH: we on tiktok!!! 🥰	1	1
covid-19	1235719492493172737	https://twitter.com/GHS/status/1235719492493172737	Today’s #coronavirus recap:  -95,270 confirmed cases globally &amp; 3,281 deaths  -80% of new cases in 🇮🇷🇮🇹🇰🇷  -@WHO estimates ~3.4% of 🌎 #COVID19 cases have died  -“It is a time for pulling out all the stops” -@DrTedros  -Countries must take a comprehensive, all-government approach	1	0
covid-19	1235795983503630336	https://twitter.com/jaboukie/status/1235795983503630336	me washing my hands: [bye sharona voice] die corona	0	0
covid-19	1235927534308556802	https://twitter.com/CrypticNoOne/status/1235927534308556802	RIP Grandpa can we get 30 gifted subs?'	0	0
covid-19	1235723999897882624	https://twitter.com/Mrs_Binks2U/status/1235723999897882624	WTAF?!?! A Man at Dartmouth with symptoms of #COVID19 was asked to self quarantine while waiting for test results. He decided he was fine and went to a party. Results came back positive the next day. Now another has it. Why are so many treating this as a joke?  #CoronaVirusUSA	1	1
covid-19	1235618874621558791	https://twitter.com/MTA/status/1235618874621558791	What works in stopping the spread of Coronavirus: 1. Wash your hands for at least 20 seconds 2. Cough and sneeze into your elbow 3. Stay home if you're sick  What doesn't work: 1. Racism	1	0
covid-19	1236069356032802817	https://twitter.com/RealJamesWoods/status/1236069356032802817	Touching one’s own face is not recommended as the #Coronavirus spreads rampantly across the world. Touching the face of another is simply unacceptable. #JustSoWrongJoe #NotOkayJoe https://t.co/b7d6NNGSrN	1	0
covid-19	1235743728247037952	https://twitter.com/tedlieu/status/1235743728247037952	Here is my public service announcement: If @realDonaldTrump says or tweets something in conflict with what doctors and experts have said about the #CoronavirusOutbreak, trust the doctors and experts. Your life and that of your family and friends may be at stake.	0	1
covid-19	1235281112684843009	https://twitter.com/mollywaggett/status/1235281112684843009	the scariest thing about COVID-19 is that it looks like a JIRA ticket	0	0
covid-19	1235791843926761475	https://twitter.com/EmericanJohnson/status/1235791843926761475	Vietnam was the first country to fully contain SARS and COVID-19 (with no deaths) and developed a quick-test kit in one month that the WHO says should have taken four years. WHO is now consulting with Vietnam to get help for the global crisis. Of course this isn't in our news.	1	1
covid-19	1234747040669716482	https://twitter.com/adazzlinhaze/status/1234747040669716482	MORE PEOPLE DIE FROM THE REGULAR FUCKING FLU EVERY YEAR THAN THE NUMBER OF PEOPLE WHO HAVE DIED FROM THE CORONA VIRUS JUST WASH YOUR HANDS COVER YOUR MOUTH WHEN COUGHING TAKE YOUR FUCKING VITAMINS AND STOP BEING RACIST TO EVERY ASIAN PERSON YOU SEE YOU FUCK HEADS	1	0
covid-19	1235714090057830402	https://twitter.com/stoolpresidente/status/1235714090057830402	Translation - A 60 year old women caught a cold and is fine.	1	0
covid-19	1235669879027576833	https://twitter.com/HelenaHalpern3/status/1235669879027576833	It’s corona time https://t.co/DUYHFUcq7n	0	0
covid-19	1235506614272241664	https://twitter.com/bmay/status/1235506614272241664	Don’t die of #Coronavirus without seeing this first, it’s the finest clip you’ll watch this year.  #Covid_19 #ThursdayThoughts #ThursdayMotivation #Coronvirus https://t.co/e8cYSW7tht	0	0
covid-19	1236048815754326016	https://twitter.com/tedlieu/status/1236048815754326016	CONTINUED LACK OF #COVIDー19 TESTING IS A DERELICTION OF DUTY BY @realDonaldTrump. He knew since Jan about the #coronavirus.  What is particularly shameful is @POTUS is using the artificially deflated numbers due to lack of testing to say the virus has been stopped. It has not.	1	1
covid-19	1235347146850914306	https://twitter.com/jaboukie/status/1235347146850914306	if i got corona i wouldn’t be that mad tbh. quarantine would give me a lot of time to catch up on shows and stuff, read, write a bunch and if i’m lucky, die	0	0
covid-19	1234245348572487682	https://twitter.com/GirlNamedMarley/status/1234245348572487682	this is the BEST set of info I’ve found on corona virus and it’s worth watching the full 10mins https://t.co/oTNt5Cxg8j	0	0
covid-19	1235754913264779270	https://twitter.com/Sncane1Vusi/status/1235754913264779270	Normal sick ppl vs people with Corona virus #CoronaVirusChallenge https://t.co/UPeAkvZnNe	0	0
covid-19	1235811829751799810	https://twitter.com/UmarKhalidJNU/status/1235811829751799810	The virus of communal hatred is deadlier than Corona virus!	1	0
covid-19	1235785921318072320	https://twitter.com/tedlieu/status/1235785921318072320	Attempt by @realdonaldtrump to minimize #Coronavirus has not aged well. According to @nytimes, there are over 215 cases &amp; 14 deaths, including 56 new cases today. Due to lack of testing by Administration, we still don’t know extent of the virus spread.  https://t.co/HE1xjD8UuG	1	1
covid-19	1235617743161815041	https://twitter.com/matrodamusic/status/1235617743161815041	Corona Virus is Temporary. House music is forever🤙	1	0
covid-19	1235941267047174150	https://twitter.com/TeaPainUSA/status/1235941267047174150	Denyin’ tests to coronavirus victims to help your approval numbers should be considered attempted murder. https://t.co/eTzEizz8O7	0	1
covid-19	1235801885354758144	https://twitter.com/MikeyBustos/status/1235801885354758144	Coronovirus #COVID19 is cancelled! 🦠 https://t.co/Ei73KQF86V	1	0
covid-19	1236060750210387970	https://twitter.com/desusnice/status/1236060750210387970	Y’all tweeting about corona but not corinthians smh	0	0
covid-19	1235350438658134019	https://twitter.com/gainbos/status/1235350438658134019	The whole entire world: Corona Virus is dangerous.  Jamaicans: https://t.co/mhYcodvEJ4	0	0
covid-19	1235882155357728771	https://twitter.com/Stretchy99/status/1235882155357728771	“That’s the coffin there as you can see”  https://t.co/fhHr2ktymh https://t.co/Sf3ajQn6vY	0	0
covid-19	1236071277955252226	https://twitter.com/neiltyson/status/1236071277955252226	Like an invasion of hostile space aliens, COVID-19 Is an enemy of the human species that won’t negotiate. It cares not of your nationality, ideology, politics, or religion. This enemy of us all requires a global effort to combat, guided by science and not by magical thinking. https://t.co/ir50k21Fbd	1	0
covid-19	1235966384053485568	https://twitter.com/madflavor/status/1235966384053485568	Its Friday motherfuckers, you're showing up with a nut sack filled with Corona juice and a breathing mask.....	0	0
covid-19	1235586819795947521	https://twitter.com/Saudi_Gazette/status/1235586819795947521	#VIDEO: The circling area around Holy Kaaba at the Holy Mosque in #Makkah was emptied of people temporarily in order to clean and sterilize it, due to #Coronavirus fears and to insure the safety of pilgrims. https://t.co/8CivSYbS29	1	0
covid-19	1235521471587299329	https://twitter.com/DOHgovph/status/1235521471587299329	DOH IS OFFICIALLY ON TIKTOK!🎼  Learn protective measures against COVID-19 in this TikTok video! Join the #covidance challenge!  Follow DOH's official tiktok account at ID:dohgovph 🤟 https://t.co/YKjoD4RONc	0	0
covid-19	1235703439688175618	https://twitter.com/DrDenaGrayson/status/1235703439688175618	⚠️A nurse—exposed to #coronavirus and SICK in quarantine—hammers @CDCgov for initially REFUSING and then delaying #COVID19 testing.  “What a ridiculous and uneducated response...it’s a public health emergency.”  h/t @Iam_BrookeSmith @NationalNurses https://t.co/DXvzVzYfLs	1	1
covid-19	1235585206431580162	https://twitter.com/bennysiauw89/status/1235585206431580162	Let's bring more hope! Science works!  https://t.co/9tOT8vEhaO	0	0
covid-19	1235912217943355392	https://twitter.com/BTSARMY_Salon/status/1235912217943355392	As of March 6th 3PM KST, #BTSARMY donated approx.  505,500,000 won for COVID-19 relief in 9 days!!  @BTS_twt 💜💜💜💜💜💜💜 https://t.co/uHoZHtDn1S	1	0
covid-19	1235735428872974340	https://twitter.com/MrMichaelBurkes/status/1235735428872974340	President Trump could create a cure for COVID-19 and we'd hear 'not my cure' from the TDS crowd.  They say we're a cult, when in fact we're family.  Team Trump is a dynasty and this dynasty is going to get him re-elected. #Landslide2020	0	0
covid-19	1235751746107879424	https://twitter.com/DrDenaGrayson/status/1235751746107879424	After @realDonaldTrump and cronies downplayed the #CoronavirusOutbreak, Pence now admits there aren't enough #coronavirus test kits.  Experts (including me) saw this coming for weeks and called for point-of-care #COVID19 tests.  Their incompetence will cost lives.🤬  @thespybrief	1	1
covid-19	1235661301835235328	https://twitter.com/Stand_with_HK/status/1235661301835235328	#HongKongers decided not to listen to their own government for good reasons and decided to wear masks to protect themselves. #HongKong had the first case of #coronavirus way earlier than most of the countries on this list and had seen nearly little to no increase in cases since.	1	1
covid-19	1235778760932196357	https://twitter.com/jaicabajar/status/1235778760932196357	So there is local transmission. Please wash your hands. Please don't cough or sneeze on people.	0	0
covid-19	1235407182168023040	https://twitter.com/retheeshraj10/status/1235407182168023040	Kerala is the only state in India which successfully stopped 3 deadly virus, Corona, Nipah and BJP.	1	1
covid-19	1235676894026231812	https://twitter.com/DrDenaGrayson/status/1235676894026231812	This latest report of SARS-like lung damage is consistent with prior clinical reports of #coronavirus cases from #China. At least 1 patient who survived #COVID19 later received a lung transplant due to permanent fibrosis ('scarring') of his lungs.  https://t.co/CvxaNJ1edV	1	1
covid-19	1234756199335133184	https://twitter.com/muqryyy/status/1234756199335133184	My bihun sup ain't perfect without sambal hitam🤧🤧	0	0
covid-19	1235717251753369600	https://twitter.com/cashsteven1/status/1235717251753369600	Donations to the US Government are handled by a specific office at the U.S. Treasury; you don’t send  a check to an “Office of the Assistant Secretary for Health” — see https://t.co/haRP4i1hQG	1	0
covid-19	1235949880952094720	https://twitter.com/chrislhayes/status/1235949880952094720	So here’s a question for today: if you are a doctor in the Seattle area, can you, as of today, order a COVID-19 test for any patient you think should be tested? Curious to hear from actual medical professionals in the area.	0	0
covid-19	1235714445747179520	https://twitter.com/jrhennessy/status/1235714445747179520	whats the coolest way we can say '16 people have been tested'	0	0
covid-19	1235714668833828864	https://twitter.com/SpeakerPelosi/status/1235714668833828864	This #coronavirus emergency response package gives our government the resources it needs to confront this public health crisis – without stealing a dime from other critical initiatives. With my signature, it goes to the President’s desk. https://t.co/stxLFdcdcj	1	1
covid-19	1235545254347984897	https://twitter.com/SadhguruJV/status/1235545254347984897	Virus needs Us to travel. Let us 'Beat The Virus' with Conscious and Responsible action. Do not allow Virus to dislocate and disrupt your lives and that of the Nation. - Sg #CoronaVirus	0	0
covid-19	1235911492932956160	https://twitter.com/waltshaub/status/1235911492932956160	Nero's fiddling again. As people die &amp; his administration fumbles the COVID-19 response, DONALD TRUMP IS TAKING ANOTHER TAXPAYER-FUNDED VACATION TO HIS PRIVATE LUXURY RESORT. I'm really trying hard to comply with a social media policy that surely bans cursing out a corrupt POTUS.	1	1
covid-19	1235788042889318400	https://twitter.com/SharylAttkisson/status/1235788042889318400	Well, we called it here first, didn't we? Or at least among the first... This would be good news.	1	0
covid-19	1235840256831709184	https://twitter.com/iingwen/status/1235840256831709184	#Taiwan’s ability to contain the #COVID19 outbreak is a tribute to our unity &amp; resilience. It also speaks to the collaboration between our government, people, &amp; the many private businesses that have ramped up production to protect public health &amp; make the impossible possible: https://t.co/nzAzrDyoZf	1	0
covid-19	1235829825706680322	https://twitter.com/tedlieu/status/1235829825706680322	Dear @StateDept: A reminder that last week in @HouseForeign Affairs Committee, @SecPompeo refused 6 times to deny that #coronavirus is a hoax.  https://t.co/3kiwPLsYcj	1	1
covid-19	1235964038242340866	https://twitter.com/neokyma13/status/1235964038242340866	There's something strange going on with Turkey. It is refusing to give evidence about the corona virus to WHO. There are rumors that the problem is almost like with IRAN. Some cases are reported on Turkish airlines. They don't give evidence as TA are on the verge of bankruptcy https://t.co/lV5A5ESFzX	1	1
covid-19	1235582989511213056	https://twitter.com/StayWonked/status/1235582989511213056	Japan: close schools Italy: close schools and football games China: shut everything down  Olympics; may cancel  Trump: Coronavirus is a hoax, my hunch is experts are wrong, and you should go to work and school.  #TrumpVirus #COVID19 #Coronvirus	1	1
covid-19	1235586291200389120	https://twitter.com/SolomonYue/status/1235586291200389120	Don't interrupt! Blaming🇺🇸4 #coronaviruschina will enable us 2 unite🌐against the New Evil Empire🇨🇳4 its coverup. This pandemic has been killing not only Chinese people but also people throughout🌐. Wuhan victims cry out fake as Vice-Premier 孙春兰 visits. https://t.co/oIz1I3yPoz	1	0
covid-19	1235687344751034369	https://twitter.com/selception/status/1235687344751034369	According to TMZ, and some other reliable sources. Selena Gomez has reportedly donated $1,000,000 to vaccine research to help prevent the spread of COVID-19 also known as the Coronavirus. “I want everyone to know that they are rare and soon this disease will be.” https://t.co/YyZJ64uUwr	1	1
covid-19	1236034841860136960	https://twitter.com/loves_nra/status/1236034841860136960	Dear #Patriots,  Who else finds it strange that the #FakeNewsMedia continues to spew this #coronavirus scare &amp; daily gives us the death tolls from this illness...  when they could care less about how many deaths occur every minute from abortions??	1	0
covid-19	1235973434095669254	https://twitter.com/WHOEMRO/status/1235973434095669254	6 Mar 20 | 7pm GMT+2 # of confirmed #COVID19 cases in the Region  🇦🇫Afghanistan 1 🇧🇭Bahrain 56 🇪🇬Egypt 15 🇮🇷IR Iran 4747 incl 124 deaths 🇮🇶Iraq 38 incl 2 deaths  🇯🇴Jordan 1 🇰🇼Kuwait 58 🇱🇧Lebanon 16 🇲🇦Morocco 2 🇴🇲Oman 16 🇵🇸OPT 7 🇵🇰Pakistan 6 🇶🇦Qatar 11 🇹🇳Tunisia 1 🇸🇦KSA 5 🇦🇪UAE 29 https://t.co/LMjICMWAgO	1	1
covid-19	1236036720656650240	https://twitter.com/Wyn1745/status/1236036720656650240	Trump campaign sues CNN over ‘false and defamatory’ 'Russia Russia' statements, seeks millions in damages.  Fake News Medias are worse than #coronavirus. Enemy of the People!  THE GREAT AWAKENING. You are the news now. Handle w/ care. Q #QAnon #Trump2020 #KAG  #KAG2020 #WWG1WGA https://t.co/yWiMqKmSUx	1	1
covid-19	1235921373991546882	https://twitter.com/gcaw/status/1235921373991546882	Three more Iranian officials reportedly dead from #COVID19. Either being a politician makes you extra-susceptible to coronavirus, or the prevalence of the disease is orders of magnitude higher than the government admits: https://t.co/OJGsWY74F1	1	1
covid-19	1235938655249870848	https://twitter.com/glamelegance/status/1235938655249870848	@realDonaldTrump Donald Trump canceled his trip to CDC in Atlanta because one person allegedly had #coronavirus?? #hypocrite https://t.co/sCsDU1ffum	1	1
covid-19	1235936415516700675	https://twitter.com/Paul_VanDerMeer/status/1235936415516700675	That makes you wonder. Why would you cancel a visit if it's  only a hoax, or worse a flu? #GermaphobeTrump has 2 standards. Everyone who is infected with COVID-19 can still  go to work, unless he is the  Bonespurs in Chief  https://t.co/G75j8PLiiX	1	0
covid-19	1235563421459976193	https://twitter.com/dbongino/status/1235563421459976193	WARNING ⚠️: This man is the KING of the collusion hoax empire. Trust nothing he says or writes. He’s pure disinformation. 👇🏻👇🏻👇🏻	1	0
covid-19	1235908760620748800	https://twitter.com/DrZweliMkhize/status/1235908760620748800	Media is bombarding us with queries about fake cases. I will be the one who will know first. I request you desist from fake news #Coronavirus https://t.co/p8Q5HlLj4j	1	1
covid-19	1235902012375674881	https://twitter.com/mog7546/status/1235902012375674881	New York AG Warns Televangelist #JimBakker To Stop Selling FAKE #CORONAVIRUS CURE  #LisaLandau, chief of the AG’s Health Care Bureau, sent a cease and desist letter to Bakker on Thursday threatening legal action  #MOG☘️ #BlueWave2020  #MAGA #Christians https://t.co/y1iWhZWlsI	1	1
covid-19	1235817262847635457	https://twitter.com/sya_nkabinde/status/1235817262847635457	Before the Corona Virus reached South Africa, Trevor Noah was on the daily show making fun of the fact that we were gonna die because of China and their fake things . Some American got offended that he's making fun of such a serious situation and he was like	1	0
covid-19	1235967295660277761	https://twitter.com/mitchellvii/status/1235967295660277761	Just like all the other fake stuff they do, the COVID-19 over-hype will backfire on the Democrats.  The economy will come roaring backs with China's grip on trade weakened and Trump's high approval on handling the virus will only help.	1	0
covid-19	1235711139620753408	https://twitter.com/kurteichenwald/status/1235711139620753408	Trump: Corona-flu is not serious, go to work if you have it, WHO numbers are fake.  Investors: Dump stocks as president makes clear he's not going to deal with this.  Rick Santelli: Meh, let's just kill millions so stock prices go up.  Too many Republicans are inhuman monsters.	1	1
covid-19	1235876564761374720	https://twitter.com/JAEHWANBLOOD/status/1235876564761374720	hakyeon: ive donated money toward overcoming the pandemic covid-19 k0reaboo: it is unclear if “hakyeon”, who is allegedly a member of “vixx”, is reffering to the struggles of life when using the words “overcome”. we’re not sure at this time if “money” is a metaphor	1	0
covid-19	1235599671571009536	https://twitter.com/inthecopa/status/1235599671571009536	But, but...Trump didn’t prepare for the coronavirus...his admin still doesn’t have a clue...we are just not ready to combat a pandemic...Trump ignored the HHS, CDC🤪 #FakeNews  WATCH 👇👇  #coronavirus  #RepMarkGreen thank you!  https://t.co/a1Hj1Mtr7u	1	1
covid-19	1235724594071375873	https://twitter.com/Jewel4Trump/status/1235724594071375873	@HillaryClinton And this☝🏼is why Pelosi held the articles of fake impeachment for 3 wks: To time that☝🏼 smear campaign with the Coronavirus smear campaign, in hopes of ruining @POTUS’ chances of re-election #Trump2020LandslideBaby  https://t.co/ME4gwJafQF	1	1
covid-19	1235681932790427653	https://twitter.com/remslyric/status/1235681932790427653	According to TMZ, Lady Gaga has reportedly donated USD $500,000 to vaccine research to help prevent the spread of COVID-19 also known as the Wuhan Coronavirus. ✊🏻👏🏻 https://t.co/y6xfGzEvNY	1	0
covid-19	1235637588691759104	https://twitter.com/Jewel4Trump/status/1235637588691759104	⬛️Always an alterior motive w/ #NancyPelosi #AdamSchiff #Congress #DeepState #Democrats  ◼️#JussieHoax=#AntiLynching Bill  ◼️ #Walmart/school shootings= #guncontrol  ◼️#Impeachment/#coronavirus👇🏼  ⬛️What’s the REAL REASON they need @POTUS out of office? https://t.co/PLVgqRRIOa	0	0
covid-19	1235625977750974464	https://twitter.com/EricMMatheny/status/1235625977750974464	#Coronavirus is real. The President took action to contain it over a month ago. The hoax is the media’s fear-mongering for clicks and the Dems’ wishful thinking for an economic crash. Still, after dozens of fatalities, there is no cure for Spontaneous Clinton Witness Suicide.	1	1
covid-19	1235831463121059840	https://twitter.com/RVAwonk/status/1235831463121059840	For example: When Trump invents numbers and ignores official figures, don’t replay or legitimize his fake numbers. Give the official figures, then say Trump mouthed numbers into a mic earlier, but oh, look here are the official numbers (and give them). https://t.co/FytE3h0oG5	1	0
covid-19	1236059762544070657	https://twitter.com/B52Malmet/status/1236059762544070657	I’m old enough to remember when Trump did away with  visitor’s logs at the White House. But,  people coming in have to declare which countries they’ve visited. Meanwhile, #coronavirus is in how many states? Guess it’s not a Democratic hoax after all.  https://t.co/jzIEGNIUMZ	1	0
covid-19	1235967176475111432	https://twitter.com/MattWolking/status/1235967176475111432	President Trump's comments about the coronavirus death rate were 100% correct.  The media falsely claimed he was spreading misinformation. They falsely reported that his comments weren't in line with top health officials.  That was 100% fake news.	1	1
